GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ4,Q4,,,,,60.8 [58.3-63.2],60.76332,58.29648,63.17642,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,PRLM,Primary,,,,,,,,,,,,,,40.5 [38.4-42.6],40.49026,38.40709,42.60827,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,SHLM,Secondary or higher,,,,,,,,,,,,,,67.7 [65.7-69.6],67.71503,65.74593,69.62325,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200601,01 barisal,,41.8 [37.3-46.3],41.77190,37.34806,46.33223,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,NHLM,None,,,,,,,,,,,,,,29.3 [27.4-31.3],29.30874,27.43807,31.25201,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200602,02 chittagong,,49.4 [45.7-53.0],49.36179,45.71637,53.01402,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200604,04 khulna,,52.5 [48.8-56.2],52.52322,48.78591,56.23247,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,RUR,Rural,,,,,,,,41.2 [39.6-42.9],41.22197,39.58489,42.87870,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,URB,Urban,,,,,,,,65.6 [63.0-68.2],65.62212,62.97128,68.17910,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200606,06 sylhet,,43.3 [38.6-48.2],43.32814,38.62793,48.15156,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,82.1 [79.6-84.3],82.06675,79.57278,84.31624,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200603,03 dhaka,,48.7 [45.6-51.8],48.71218,45.64883,51.78524,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS200605,05 rajshahi,,45.8 [42.8-48.9],45.84643,42.83718,48.88629,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200705,05 rajshahi,,55.0 [49.0-60.8],54.99038,49.02292,60.81761,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200706,06 sylhet,,49.5 [39.0-60.1],49.52983,38.96438,60.13743,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ2,Q2,,,,,38.9 [34.2-43.7],38.87679,34.21777,43.74828,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ4,Q4,,,,,66.6 [62.3-70.6],66.60223,62.32091,70.62637,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,PRLM,Primary,,,,,,,,,,,,,,44.1 [40.3-48.1],44.14826,40.25126,48.11870,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,RUR,Rural,,,,,,,,48.2 [44.7-51.8],48.21722,44.65463,51.79803,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200701,01 barisal,,45.2 [37.1-53.5],45.16518,37.13885,53.45118,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200703,03 dhaka,,50.6 [46.1-55.2],50.63600,46.07272,55.18871,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,31.7 [27.1-36.7],31.68786,27.06858,36.69876,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ3,Q3,,,,,49.1 [43.2-55.0],49.08939,43.23253,54.97136,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,85.3 [81.7-88.3],85.25436,81.65115,88.25181,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,NHLM,None,,,,,,,,,,,,,,31.1 [26.6-35.9],31.05871,26.62199,35.87336,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,SHLM,Secondary or higher,,,,,,,,,,,,,,71.3 [67.8-74.6],71.33820,67.80582,74.62803,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,URB,Urban,,,,,,,,72.1 [67.7-76.1],72.13097,67.72256,76.14934,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200702,02 chittagong,,53.3 [44.9-61.6],53.33683,44.86462,61.62086,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS200704,04 khulna,,67.8 [59.0-75.4],67.77061,59.01658,75.43314,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,SHLM,Secondary or higher,,,,,,,,,,,,,,72.1 [69.9-74.2],72.14433,69.94582,74.24123,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,RUR,Rural,,,,,,,,48.7 [46.0-51.5],48.73661,45.95879,51.52225,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201102,02 chittagong,,55.1 [49.2-60.9],55.13904,49.18974,60.94482,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ2,Q2,,,,,39.6 [35.4-43.9],39.57931,35.40196,43.91449,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ3,Q3,,,,,54.2 [50.5-58.0],54.23793,50.46750,57.96043,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ4,Q4,,,,,68.1 [64.3-71.7],68.13676,64.30711,71.73610,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,87.4 [84.5-89.8],87.35078,84.45707,89.77100,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,NHLM,None,,,,,,,,,,,,,,26.2 [22.6-30.0],26.16187,22.62295,30.03948,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,PRLM,Primary,,,,,,,,,,,,,,40.7 [37.1-44.4],40.68670,37.10907,44.36594,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201104,04 khulna,,65.4 [60.0-70.4],65.39879,60.02211,70.40886,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201105,05 rajshahi,,56.1 [49.4-62.5],56.10107,49.44260,62.54689,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201106,06 rangpur,,49.6 [44.3-54.9],49.57957,44.26347,54.90519,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201107,07 sylhet,,46.7 [40.2-53.5],46.74814,40.15989,53.45177,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,30.4 [27.1-33.8],30.35251,27.09141,33.82405,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,URB,Urban,,,,,,,,74.3 [70.3-77.9],74.26004,70.25283,77.89727,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201101,01 barisal,,50.8 [45.4-56.2],50.81325,45.38547,56.22193,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDDHS201103,03 dhaka,,54.5 [49.7-59.2],54.49062,49.68018,59.21868,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,34.4 [31.8-37.1],34.43872,31.83652,37.13773,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ2,Q2,,,,,43.1 [40.2-46.1],43.14684,40.20763,46.13514,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,RUR,Rural,,,,,,,,55.1 [53.2-56.9],55.06280,53.23730,56.87476,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201201,01 Barisal,,40.3 [35.7-45.2],40.32969,35.65699,45.18470,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201202,02 Chittagong,,58.1 [53.9-62.2],58.14598,53.93201,62.24435,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201203,03 Dhaka,,61.9 [58.4-65.3],61.90271,58.41296,65.27371,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201204,04 Khulna,,74.6 [71.5-77.5],74.63920,71.51109,77.53174,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ3,Q3,,,,,59.4 [56.2-62.4],59.35816,56.22586,62.41615,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,90.0 [87.6-92.0],90.02673,87.63430,91.99854,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,NHLM,None,,,,,,,,,,,,,,34.0 [31.1-36.9],33.97868,31.14629,36.93049,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201205,05 Rajshahi,,63.6 [59.2-67.8],63.62276,59.20694,67.82037,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201207,07 Sylhet,,52.1 [47.6-56.6],52.11339,47.60049,56.59206,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,PRLM,Primary,,,,,,,,,,,,,,47.7 [45.0-50.4],47.69893,44.97830,50.43327,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,SHLM,Secondary or higher,,,,,,,,,,,,,,73.2 [71.2-75.1],73.20861,71.21678,75.11078,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ4,Q4,,,,,71.9 [68.5-75.1],71.93700,68.54131,75.09930,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,URB,Urban,,,,,,,,72.1 [68.1-75.8],72.09908,68.05490,75.81325,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,BGDMICS201206,06 Rangpur,,46.6 [43.1-50.2],46.61293,43.09243,50.16749,,,
